,Filters Applied,,,,,,,
,31,We Had Read Adverse Comments About The Tasting Menu And Size Of Portions But Need Not Have Worried As We Were Left Comfortably Full With Taste Buds Suitably Tickled. Breakfast Next Morning Was A Completely Different Matter. We Ordered Juices And Tea/Coffee Expecting It To Arrive Before The Food. It Only Came After 3 Requests And 15 Minutes After Ordering-And Then The Wrong Juice Was Brought. The Porridge Was Seriously Undrcooked Whereas The Full English Was Overcooked And Had Clearly Been Cooked Some Time Before It Was Seved. This Was Such A Pity As We Left On A Low Note Rather Than A High. The Choice Of Cereal And Foods Was Also Disappointing For A Hotel Of Such Class-There Was Little In The Way Of Fresh Fruit  No Croissants Or Bread (Other Than Toast)  No Cheeses Or Cold Cuts  And A Poor Selection Of Cereals Were On Offer.,,,,,,
,34,Small Portions In Tasting Menu. One More Bread Roll And An Extra Course Would Probably Do It!,,,,,,
,36,Our Waitress Was Rude And Impatient And Not Very Friendky,,,,,,
,41,Tasting Menu Was Extremely Sparse.,,,,,,
,42,I Do Think That The Mark-Up On Wine -- And Especially On A Small Glass Of Sherry -- Is Enormous.  For Breakfast I Only Have Tea And Toast  So Can't Really Comment. The Very Cute Little Jam-Pots  However  Were Sticky On The Outside. I Mentioned This To Reception  Who Said They Would Get Something Done.,,,,,,
,45,Really Lovely Food. Only One Veggie Option For Mrs Beaumont.,,,,,,
,50,Dinner Was Fine  Not Excellent.  Portions Very Small For Yorkshire Farmers.  Breakfast Was Not Good.  The Food Was Ok  But The Service Was Dreadful.  Table Too Small For 4 People  Know Where To Put Teapot  Side Plates Etc.  We Put The Teapot On Another Table To Give Us More Room And Then The Waiter Took It Away  Asked For It To Come Back.  The Tea Was Extremely Week In Both Pots.  We Had To Ask For Toast Twice. There Was No Jam Or Marmalade Left On The Buffet Table  I Asked If There Was Any More And The Waiter Just Pointed To The Buffet Table.  They Were Not Busy  But Seemed Very Unorganised And Stressed.,,,,,,
,51,We Were A Party Of Four And None Of Us Liked The Menu  We Swapped To The Al A Carte And Found This No Better  Had We Seen A Menu Before Booking A Table We Would Have Gone Elsewhere To Eat. Portion Sizes Extremely Small.   The Service At Breakfast Was Abysmal. After Being Seated We Were Not Offered Menus  The Table Was Far Too Small For 4 People  No Room For Tea Pot Etc. We Had To Ask Twice For Toast And When It Did Arrive Is Was Like Shrapnel. We Asked Where We Could Find Jam Etc Having Already Looked On The Breakfast Buffet Table (Where There Was None As The Recepticle For It Was Empty) To Be Told On The Buffet And The Waiter Just Kept Walking Before We Even Had Chance To Say That There Was None There. The Choice On The Buffet Breakfast Was Very Poor. The Cooked Breakfast Was Very Nice. It Was The Service That Was The Problem.,,,,,,
,53,No,,,,,,
,54,Had Breakfast At Bang On 7.30 Staff A Little Upset At Our Early Arrival But Warmed Up,,,,,,
,56,Breakfast Organisation Was A Little Hit And Miss. On Both Mornings A Table Had Not Been Set For Us. On The First Occasion When The Table Had Been Set  I Still Had To Ask For Certain Items That Had Been Forgotten. On The Second Morning We Had A Ten Minute Wait In Reception Whilst The Table Was Prepared But There Were No Fruit Yogurts Or Prunes Available. My First Choice Of Salmon And Eggs Was Not Available Due To Having 'Run Out' Of Salmon.,,,,,,
,63,The Food Was Truly Awful  The Main Course Just Assorted Scaps Of Lamb On A Plate With No Vetetables  The Lemon Meringue Square Was Very Synthetic To The Taste.,,,,,,
,64,Very Very Poor Service In Restaurant For Both Dinner And Breakfast Dinner - Cold Food  Only 3 Pieces Of Bread Offered To Us ('Sorry  We've Ran Out') Breakfast - 45Min Wait. Pancakes With Banana And Maple Syrup Turned Up With No Syrup - When Queries  Received Blank Look Then Told 'Sorry  We've Ran Out' I Brought My Girlfriend Here For A Special Anniversary - It Was Truly Embarrassing,,,,,,
,68,The Food Was Superb And The Service Was Excellent We Were Overwealmed By The Whole Experience. Thank You For Helping To Make My Partners Birthday A Very Special Occasion.,,,,,,
,69,The Main Course (Turbot) Came With Scallops Rather Than Langoustine As Per The Menu. When We Mentioned This To The Waiter He Had No Idea That It Was Different And Had To Ask The Kitchen Why This Was (Apparently They Had Run Out Of Langoustine - But Why Hadn't They Told Us That When We Ordered As One Of Us Had Ordered Scallops As A Starter So Might Have Made A Different Choice!).,,,,,,
,72,Ate The Gourmet Menu Was Going Well With A Few Service Mishaps That Were Dealt With Promptly Towards The End Service Tailed Off Dessert Was A Disappointment & No Chocolates Offered With Coffee No Further Drinks Offered,,,,,,
,73,Service In The Gin Bar And Restaurant Was Excellent - All Staff Very Knowledgeable. The Food Really Did Impress - Delicious And Cleverly Thought Of Ingredients. An Overall Lovely Experience.,,,,,,
,76,Breakfast Has Never Been Good.  The 'Buffet' Table Is Very Poorly Stocked And Looks Unappealing.  There Are Things List On The Buffet Table Menu That Aren't There Like Juices. It Takes Ages To Be Served And Even Then You Are Sometimes Given The Wrong Thing  Toast Comes (Cold) Way Before Your Food.  Service Is Nothing Short Of Erratic  Unmanaged And Staff Don't Always Seem To Speak English. Quality Of Food At Dinner Was Very Good  Service Good And Swift.,,,,,,
,79,Rabbits Leg Was Not Available,,,,,,
,80,And The Bar Staff Were Very Knowledgeable About Gin And Wine,,,,,,
,81,Very Poor. Sancerre Served Warm Tasting Menu Very Poor Fried Eggs At Breakfast Burnt.Service Slow Stilted And Distant. You Need A Good Maitre D.,,,,,,
,82,Food - Taster Menu Was Excellent  However Felt The Main Meat And Fish Course Should Have Been Bigger As It Did Not Add Up To A Full Meal. Service - Table Booked For 7.30 And Arrived At Gin Bar For Pre-Dinner Drink At 7Pm And Felt Rushed To Be Taken Through To Restaurant When Had Barely Started Our Drinks. Wine Taster Menu - Glasses Were Not Appropriate To The Different Wines And Were All Left On The Table Even Though Empty  Along With The Glass Already There That Was Unused. The Courses Were Not Substantial Enough To Warrant A Different Wine Per Course. Dining Experience Was Good But Not Exceptional Breakfast - Service Was Good But Food Was Average (Full English And Eggs Benedict),,,,,,
,83,Food - Taster Menu  Excellent Although Main Meat/Fish Course Should Have Bigger And Didn't Add Up To A Full Meal. Service - Table Booked For 7.30  Went To Gin Bar At 7Pm And Felt Rushed To Go To Dinner By 7.20 When Only Just Started Our Drinks. Also  Wine Glasses Served With Taster Wine Menu Weren't Appropriate To The Wine And Were All Left On The Table Along With The Unused Wine Glass Already There. Experience - Was Good Not Exceptional Breakfast - Good Service Althrough The Food Was Average (Full English & Eggs Benedict),,,,,,
,86,Service Was The Weak Point  As There Were Clearly Not Enough Waiters (As We Discussed With Danny) The Food Was Fabulous  But The Overall Experience Was Marred By The Lack Of Attention And The Long Waits.  We Had A Table Booked For 8Pm And Went To The Bar At 7:30 For Drinks.  By 8:20 We Had Still Not Been Called To Our Table And It Had Not Been Made Clear Whether We Had To Go In Ourselves Or Wait  With No Staff In Sight To Ask.  Breakfast Was Average - Obviously Not Cooked By The Chefs Who Had Prepared A Stupendous Dinner The Night Before!  Fruit Salad Ran Out Both Mornings And Was Not Replaced - And In Any Case Consisted Largely Of Apple.  Again  Lack Of Staff Was The Main Problem.,,,,,,
,88,The Meals We Had With You Were Excellent  Though We Found Some Of The Portions A Little On The Small Side But The Menu Itself Was Very Limited Resulting In Us Eating Out On The Third Night.,,,,,,
,89,We Had A Lovely Meal  The Presentation And Quality Was Excellent Although We Felt That Some Of The Portions Were A Little On The Small Side.  My Husband Ate Dinner Twice In The Restaurant And I Accompanied Him On The Second Evening  We Ate Out Elsewhere On The Third Evening As We Felt That The Menu Was A Little Limited And Perhaps Needed To Offer A Few More Options Or Perhaps Specials On Different Evenings?,,,,,,
,96,We Were Put In An Area That Was Like A Cafe Rather Than The Restaurant ( No Tablecloths Etc). The Gin O'clock Experience Was Disappointing,,,,,,
,104,We Enjoyed The Food  But It Was A Shame That The A La Carte Menu Didn't Change At All. Maybe A 2 Or 3 Night Rota?,,,,,,
,106,The Food & Service Was Excellent.  However  Once Again The Funfair Spoiled The Experience Somewhat.  Listening To Restaurant Music Being Drowned Out By The Noise & Screams Coming From The Ghost Train & Looking Out Of The Window Onto A Large Van Containing A Generator Spoiled The Overall Experience,,,,,,
,111,Quality Food. Lovely Breakfast,,,,,,
,112,I Had Cereal For Breakfast So Didn't Manage To Try Any Of The Items On The Menu (Which Did Sound Delicious),,,,,,
,117,Round Table Was A Little Too Big For 2.  Had To Speak Loudly To Be Heard!,,,,,,
,120,We Enjoyed The Experience Of The Taster Menu But Did Go To Bed Feeling Hungry,,,,,,
,122,At Breakfast On The First Day (Good Friday) We Were There About 30 Mins Before The End Of Breakfast And There Were No Staff Around And Most Of The Buffet Had Been Eaten And Not Replenished.   At Dinner On The Second Night We Arrived On Time At 8Pm To A Nearly Empty Restaurant And Were Sat At The Table Between The Only Other Two Tables Occupied At That Time - One Of Which Had A Small Baby And A Small Toddler  So Not Quiet The Romantic Dinner For 2 We Had In Mind.  We Asked To Move To Another Table But Was Told That That Was Not Possible As They Were Very Busy.  However As We Finished Our Meal There Were At Least 4 Or 5 Tables That Were Not Used At All Through Out Dinner Which We Could Have Been Moved To.  It Appears That The Staff While Competent Weren't Able To Think About About What They Were Doing To Respond To Customer Needs. Breakfast On The Second Day Was Slightly Better In Terms Of Staff  But They Had Run Out Of Yoghurt Pots (An Hour Before The End Of Breakfast) And Cleared All The Buffet Before People Had Finished Their Breakfasts.  We Had To Ask If There Were Any Pastries. Having Said All This The Standard Of The Food Was Very Good But For The Prices You Charge Your Service Needs To Be Much More Attentive And Reactive To Achieve The High Standard That Your Prices Indicate.  ,,,,,,
,124,Waiting Staff Pleasant But Service Too Slow And Not Asking If Could Help Further  Tasting Menu Too Pretentious In Portion Size And Too Fussy,,,,,,
,125,We Had The Taster Menu And It Would Really Have Helped If The Menu Could Remain On The Table So We Could Identify The Components Of Each Course. The Food Was Lovely But The Portions Were Tiny So Only Just About Full And My Husband Was Very Pleased To See A Full Breakfast The Next Morning.,,,,,,
,126,Slow Service&Gt;,,,,,,
,127,We Ate In The Restaurant On A Sunday Evening And It Was Relatively Quiet.  It Was A Little Formal Which Is Probably To Be Expected. We Felt That We Were Pushed Together At One End And Everyone There I Think Felt That It Would Have Been Nicer To Have More Privacy And Be Seated Further Apart.,,,,,,
,139,We Were On The Five Course Gourmet Dinner. Whilst My Wife's Lamb Hogget Course Was Fine  Mine Was Completely Inedible. But It Was Replaced Immediately And Without Fuss  However It Should Not Have Left The Kitchen In The First Place!,,,,,,
,143,The 6 Of Us Chose A Variety Of Dishes And All Were Very Good. We Had To Ask For The 2 Portions Of Chips Which Had Been Ordered But Had Been Forgotten. A Second Bottle Of The White Wine That Was Ordered Was Not Available  So Another Kind Had To Be Chosen.,,,,,,
,149,We Felt The Dining Room Lacked Atmosphere And At Times Was So Quiet You Could Hear People Ordering From The Other End Of The Room. The Food Was Excellent Though But Longer Intervals Between The Taster Menu Would Have Allowed Us To Appreciate The Wine More  The Next Course Was Out When We Still Had Half A Glass Left!,,,,,,
,150,The Waiting Staff Came Across Like They Were Trying Too Hard. There Was Absolutely No Atmosphere So We Asked If Some Music Could Be Put On But It Was So Low It Made No Difference At All. Everyone Was Whispering At Their Tables!,,,,,,
,152,I Would Say The Best Food We Have Tasted For A Long Time. Please Please Would You Aka The Chef To Email Me The Recipe For His Cauliflower Soup!!!! I Am Very Ill And Can Only Eat Liquids And The Cauliflower Soup He Made For Me To Have As A Stater Was Out Of This World! I Would Truly Appreciate It Plse. Julieconnoll@Btinternet.Com,,,,,,
,155,Evening Dining - Great Food  Great Wine  Great Service! Breakfast - Great Food  Slightly Let Down By Service. A Bit Clunky And Apologetic Compared To The Slick Evening Operation. Kind And Helpful Staff None The Less.,,,,,,
,161,Dinner: Whilst I Enjoyed My Dinner In The Gin Bar - Which Was Wonderful And Chef Very Kindly Made Me A Dish From The Lunch Menu - It Was Very Apparent That A New Member Of Staff Was Possibly On Her First Night At The Feathers  And Was Very Nervous. This Is Fine  However She May Have Needed A Little More Training And Knowledge On The Menu Before Serving Customers. My Overall Experience Was Good And I Am Sure She Is Now Fully Trained And Aware Of How To Handle All Situations. Breakfast: The Concierge Very Kindly Arranged For Me To Have A Very Early Breakfast For My Early Departure. I Had Ordered Fresh Fruit And Muesli  However I Was Presented With Rice Crispies. This Was A Minor Mistake  And Was Rectified However The Gentleman Who Brought It Up Wasn't Sure What Muesli Was When I Asked For It To Be Swapped. Again  I Was Very Greatful That This Was Arranged For Me  And I Am Sure That If I Had Have Had Breakfast In The Restaurant At The 'Normal' Time Then It Would Have Been Fab!,,,,,,
,162,Unfortunately This Was The Disappointment In Our Stay   This Was A Repeat Visit As The First Stay Was Exceptional .We Only Received 4 Courses Out Of 5 And Also Received The Wrong Main So After Missing Out The Assparagus Course We Carried On Otherwise It Would Of Been A Long Wait   Was Very Disappointing After Last Visit Also We Had Finished Our Wine We Wasn't Offered Any More .,,,,,,
,163,The Quality Of The Food Was Excellent But Whilst I Know It Is Called A Taster Menu I Did Imaging It Would Overall Add Up To The Size Of A Normal 3 Course Meal. This Sadly Was Not The Case And We Were Left Feeling Very Hungry Afterwards.  We Ordered Cheese And Biscuits To Try And Bulk Out The Meal But This Was Also A Small Portion And Did Not Help The Situation.  Overall I Would Like To Score The Food Higher As My Only Concern Was The Size  But It Would Be Hard To Recommend This Experience And I Would Be Concerned About The Size Of The A La Carte Courses Given The Size Of The Cheese Board.,,,,,,
,164,It Was Very Poor!!!,,,,,,
,166,Delicious Food And Excellent Service - A Real Treat,,,,,,
,168,Very Busy Evening And We Had A Table Booking For 8.30.  When We Arrived The Staff Were Very Busy And There Was A Lack Of Acknowledgement Of The Booking.  We Had To Wait For A Table And Due To The Business Of The Area We Were Left For 10 Minutes Before Finding If There Was A Table.  The Usual Overview Of Asking About What We Might Want To Drink Was Overlooked Until After We Ordered.  Not The Best But Partially Understandable Given The Nature Of The Evening.,,,,,,
,170,Too Long To Get A Latte Coffee At Breakfast  Partner And Others At The Table Had Received There Beverages Plus Cereals Before Latte Arrived.  Not Enough Butter For Four People At Breakfast.  Evening Meal: Had To Ask For Sugar  Long Wait Between Coursed On Taster Menu. (Although Waiter Did Appologise For One Course And Deducted Drinks From Our Bill  However After The Wait The Salmon Taster Came Out Cold.  Annoyingly This Should Have Been Hot.,,,,,,
,171,The Service Was Brilliant Both For The Main Dinner And The Breakfast,,,,,,
,174,Breakfast Service Was Very Slow Due To Low Staff / Guest Ratio,,,,,,
,177,You Are Giving Yourselves A Lot To Live Up To With Words Like 'Exceptional'. Dinner Was Good  But Not At An Exceptional Stndard.  Breakfast Was Average.  On Both Mornings The Smoked Salmon Was Not Available.  How Difficult Is It To Go To The Supermarket And Get A Pack Or 2 When You Know You Have Run Out?  Toast Was Hard......Almost Like It Had Been Cooked Twice.,,,,,,
,178,We Were Able To Substitute A Main Course From The Bar Menu,,,,,,
,179,We Were Very Well Looked After And Nothing Was To Much Trouble,,,,,,
,181,Hotel Tap Water Was Great!,,,,,,
,186,We Particularly Enjoyed The Breakfast Which Was Relaxing And We Felt Welcome To Take Our Time.,,,,,,
,187,The Picpoule D'pinet Wine I Felt Was Over-Priced And Not Of The Quality We Are Used To,,,,,,
,190,We Were There On The First Night Of The New Menu So The Staff Were Still Getting Used To The Menu Yet They Handled Any Mistakes Made Very Professionally.,,,,,,
,191,I Thought Dinner To Be Very Good  I Found The Dining Room Menu To Be A Bit Overly Fussy And Would Try The Courtyard The Next Time.,,,,,,
,192,Service At Dinner Was Very Quick  Not The Long And Leisurely Experience We Had Hoped For  The Portion Size Of The Tasting Menu Was Minisule  We Had To Ask For Extra Bread To Fill Us Up. Breakfast Service Was Very Slow  We Needed To Remind The Waiter Several Times For Toast  Coffee Etc. Only One Waiter At Breakfast When The Dining Room Was Full  The Poor Chap Was Delightful And Working Very Hard But There Is Only So Much He Was Able To Do!,,,,,,
,193,Breakfast Was A Bit Disappointing - The Buffet Selection Was Not Very Good And By The Time We Arrived At 9Am All Juice Bottles Were Empty (Although They Were Refilled On Request).  I Ordered Eggs Benedict And Was Told This Was Not Available - I Wished This Had Been Made Clear Upfront.  Dinner On The Other Hand Was Very Nice And The Service Was Excellent.  I Thought We Would Get Coffee And Petit Fours As Part Of The Set Menu But These Never Materialised - Which May Well Have Been My Misunderstanding.,,,,,,
,198,The Menu Wasn't Really To My Taste As I Don't Eat Fish And Some Of The Other Meals Didn't Appeal. For This Reason Our Meal The First Night Wasn't Great. However  Your Chefs Cooked Us A Chicken On The Second Night Which Was Beautifully Cooked And Presented And We Both Really Enjoyed It.,,,,,,
,199,The Vegetarian Selection Was Minimal And Overpriced. Service At Breakfast Was Appalling. The Yoghurts And Pastries Were Not Refilled And There Were None When We Arrived With Half An Hour To Go. There Were No Teacups On Our Table And It Took Ten Minutes To Get The Attention Of A Waiter To Ask For Them And Place Our Food Order. The Tables Around Us Were Not Cleared For Quarter Of An Hour. The Poached Eggs Had Runny Whites One Day And Hard Yolks The Next.,,,,,,
,200,Excellant Breakfast,,,,,,
,202,The Dinner Was Good  But A Little Mannered. Deconstructed Snickers Bar Was Inspired  But Deconstructing An Eton Mess - No  It's Intended To Be Messy: A Wild And Wonderful Mixing Of Textures And Flavours  Surely? You Can Acknowledge A Trend In A Menu Without Throwing Everything At It.,,,,,,
,207,The Tasting Menu Was Expensive And Extremely Small Portions,,,,,,
,208,The Service Did Not Seem As Crisp As Usual,,,,,,
,209,We Had The Tasting Menu.  It Was A Shame That The Waiter Did Not Explain What The Dishes Were When They Arrived. We Also Requested A Cheese Course Which Seemed To Cause Some Confusion,,,,,,
,212,We Felt That The Restaurant Was Perhaps Slightly Understaffed As Had To Wait Quite A While For Service When First Sitting At Our Tables And Often Had To Beckon A Waiter Over.,,,,,,
,213,Disappointing As I Had To Call A Waiter Over To Order Drinks And At The End Of The Meal Had To Request Coffee! Service Definitely Declined Towards End Of Our Meal.,,,,,,
,214,This Made The Stay At The Feathers,,,,,,
,215,Amazing Food And Wine,,,,,,
,216,Staff Were Very Accommodating In Finding Alternative Veggie Options In The Tasting Menu.,,,,,,
,233,Superb! Want To Come Again..,,,,,,
,234,Please See Previous Comments.,,,,,,
,235,Service During Our Evening In The Restaurant Was Slow And We Left Feeling That We Should Have Had Better Attention.  Our Breakfast On Our First Morning Was Slow But Very Good And As We Had Decided To Stay An Extra Night Our Breakfast The Following Morning Was Excellent.  Some Of The Staff Could Have Been A Bit Friendlier.,,,,,,
,236,Evening Meal - Dessert Was Tasteless.  Breakfast - Bacon And Sausage Were Over Cooked.  There Was No Marmalade Made Available Only Jams And Honey.,,,,,,
,237,The Feathers Would Benefit From A Toaster That Works On Both Sides Of The Bread.Staffing On Monday Had Difficulty Serving The Number Of Guests And Meeting Requests.,,,,,,
,239,We Had The Tasting Menu As Part Of A Travelzoo Deal And Whilst The Quality Of Food Was Very Good The Portion Size Was Far Too Small  Especially Given The Price Of Â£55Pp; We Went Out After Diinner To The Chip Shop Down The Road To Share A Large Portion Of Chips!!  The Eggs Benedict Was Extremely Good But The Full English Was Disappointing. The Poached Egg Was Cooked Very Well But The Sausage And Bacon Looked Like They Had Been Hanging Around For A While  Being Very Dry.,,,,,,
,241,Amazing Food!!!!!,,,,,,
,246,At Breakfast I Ordered Just Tomatoes And Mushrooms And Got One Of Each - It Would Have Been Nice To Have Had Slightly More (I Did Ask If I Could Have 2 Mushrooms)! There Were Also No Bowls Left When We Arrived For Breakfast But That's Not The End Of The World! Dinner Was Lovely!,,,,,,
,247,The Staff Were All Absolutely Lovely ... Only The Maã®Tre D' Was 'Efficient' To The Point Of Rushing Our Menu Choices As He Was So Busy!  The Food Was Delicious And All Beautifully Presented With The Exception Of The Bowl Of Ice Cream (As It Was A Busy Evening And Some Dessert Choices Had Run Out) The Ice Cream Flavours Were Not Advised And The Presentation Poor In Comparison To The Other Desserts.,,,,,,
,248,Unfortunately There Was A Delay With Our Breakfast Due To The Eggs Being Mis-Ordered. That Meant That The Rest Of The Dish Had Been Kept Warm And The Bacon Was Very Tough. I Am Sure However That This Would Not Normally Be The Case.,,,,,,
,253,Our First Evening Was Rather Unfortunate In The Time It Took To Be Given A Menu  Take The Food And Wine Order And Start To Eat. We Also Had To Ask For The Wine Having Already Been Given Our Starters. This Was After We Had The Tasters And The 'Soup'.  The Sunday Breakfast Left A Lot To Be Desired. I Was Unable To Cut Into The Bacon [ Was Given New] The Scrabbled Egg Was Left Uneaten.  The Second Evening We Asked To Eat Earlier [By Half An Hour] To Be Told On Arrival That We Were Early But They Could Accommodate Us. We Ordered The Beef That My Daughter Had The Evening Before But It Was No Way Cooked As It Had Been Previously. I Gave Mine To My Husband.  The Monday Breakfast For My Daughter Was A Joke. She Ordered The Pancakes Only To Be Told They Were Unavailable. She Ordered The French Toast With Maple Syrup And Told Again There Was No Syrup. We Thought That It Was Unusual To Have These On The Menu Yet The Kitchen Could Not Supply Either Of Them.,,,,,,
,257,Service Was Very Slow And Generally The Establishment Seemed Understaffed.,,,,,,
,259,Our Waiter Was Lovely (I Didnt Get His Name But He Was Very Charming With A Slight Speech Impediment) And Very Friendly,,,,,,
,260,There Seemed To Be A Problem On The 2Nd Morning.  Breakfast Was Not Of The Same Quality  Service Was Slow And Some Staff Appeared To Be Trainees Who Were Unsure Where Food Should Be Going.,,,,,,
,263,Excellent Wine List.,,,,,,
,265,We Had The Gourmet Menu Which Was Fantastic.  Also The Barman In The Courtyard For Pre Dinner Drinks Was Extremely Helpful And Knowledgable.,,,,,,
,266,While The Older Gentleman Who Served Us Was Very Good  The Younger Servers Were A Bit Unattentive And Also Managed To Mix Up At Least One Of Our Orders On Every Meal (Breakfast And Lunch),,,,,,
,267,The Food At Lunch Was Disappointing As The Tuna Lacked Flavour And Was A Very Small Portion For The Price. Also While The Older Server We Had Was Very Good  The Younger Staff Did Not Know The Food On The Menu And Often Got Our Order Wrong (Lunch And Breakfast).,,,,,,
,268,We Had A Lovely Lunch In The Bar. Beautifully Cooked And Presented. Our Evening Meal In The Dining Room Was Good Too But We Found The Free Chocolate Taster A Little Rich Just Before Our Orders Dessert. A Lovely Thought Though.,,,,,,
,270,We Dined In The Bar  Which Was Ok.  One Evening Our Experience Was Spoiled By A Group Of Five Very Noisy Rugby Player Types  Who Seemed To Have The Priority Attention To The Detriment Of Our Service - We Waited A Long Time To Be Served After The Starter.  Worse Was That The Group Obviously Thought They Were In A Public Bar And Their Loud Conversation Included Swearing (F-Word).  This Was Appalling And My Wife Went Over And Asked Them To Refrain As They Were Spoiling Our Evening To Which They Responded 'God Bless You'.  We Do Not Understand Why Such Types Should Be Allowed To Eat In (Presumably They Were Non Resident),,,,,,
,271,Service A Little Slow Sometimes  Our Starters Were Missed So Late To Arrive But Apology Made. We Ordered A Second Bottle Of Wine Which Was Late To Arrive - Apologies Were Made And No Charge For 2Nd Bottle Which Was Appreciated. Food Was Quite Good But Again Disappointing Compared To Similar Hotels,,,,,,
,276,We Dined In The Restaurant For Dinner And Breakfast. Breakfast Selection Was Excellent And Service Attentive And Friendly. However We Were Quite Disappointed With Dinner. Service Was Extremely Slow  Almost An Hour To Wait Before Starters Were Served. Another Long Wait Before Main Course Arrived And Then The Dessert Chosen Was Not Available. Not Previously Advised Of This. Portions Were Not Generous Considering The Prices Charged. The Lamb Main Course Was Very Well Cooked And Exceptionally Tasty. We Had Ordered Side Dishes With Our Main Courses Which Didn't Arrive Until A Good 5-10 Minutes After The Main Course Was Served And There Was No Mention Of The Delay Until We Queried This With The Waiting Staff. Overall Rather Disappointed Considering The Amount Paid For The Meal. Not A Great Dining Experience Unfortunately.,,,,,,
,278,Having Dined At Gordon Ramsey In London And Marco Pierre White Again In London We Both Said That Was The Nicest Meal We Have Ever Had. The Beef Was Exceptional. Thank You,,,,,,
,281,Breakfast  A Lot Of The Food Layed Out Had Gone By 9Am And Empty Plates Left  Ie No Fruit And No Water,,,,,,
,286,Please See Previous Comments Re Staff/Ambience And Re The Food - It Was Good But Not Exceptional Hence My Husband And I Didn't Have A Dessert. The Breakfast Was On The Small Side - One Small Mushroom?,,,,,,
,288,Dinner Menu Was Not Very Inspiring. Burger Was Good. Breakfast Was Ok.,,,,,,
,289,Service At Breakfast Was Very Slow And We Had To Wait To Place Our Orders And There Was A Long Wait Before The Toast Was Served.  No Top-Ups Of Tea/Coffee Were Offered And The Croissants Were Finished Before We Got To The Self-Service Table.  However The Staff Were Friendly And Obliging - Possibly You Were Short Staffed?,,,,,,
,290,The Quality Of The Restaurant Menu Was Extraordinary,,,,,,
,291,Breakfast Service A Little Slow; Inattentive.,,,,,,
,302,Really Lovely Food - Enjoyed It All,,,,,,
,304,We Booked Your Sleep And Dine Offer Which Included A 5 Course Gourmet Tasting Menu  We Were Very Disappointed With The Portion Size  We Have Been To A Few Tasting Nights Before And The Portions Where Very Small By Comparison...Very Disappointed After A Long Journey Down From Manchester.,,,,,,
,305,These Are Comments Not Meant As Criticism. We Had The Taster Menu. My Cod And Scallop Were Over Cooked. My Wife's Was Not. Our Lemon Meringues Could Have Been Put Together By Two Different People In Two Different Rooms. They Looked Substantially Different. I Was Always Taught That With This Standard Of Food  Each Plate Should Look The Same.,,,,,,
